text,mood,source
the sadness is crushing me and i feel completely alone,sadness,emotions_kaggle
i feel anxious and afraid my heart is pounding with fear,anxiety,emotions_kaggle
my self esteem is so low i cannot face people,low_self_esteem,extended_synthetic
i cannot sleep at night no matter what i try,insomnia,extended_synthetic
i struggle with intrusive thoughts that i cannot control and they scare me,stress,counseling_kaggle
i feel light and joyful like nothing can bring me down,positive,emotions_kaggle
i feel inadequate and useless compared to everyone,low_self_esteem,extended_synthetic
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
the weight of everything is crushing me,overwhelmed,extended_synthetic
there is too much going on and i cannot handle it,overwhelmed,extended_synthetic
i cannot control my anger everything is making me mad,anger,emotions_kaggle
stress is ruining my health and my life,stress,extended_synthetic
i am excited about the future and feel motivated and hopeful,positive,emotions_kaggle
i have no friends and feel completely isolated,loneliness,extended_synthetic
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
nothing excites me anymore and i feel apathetic,low_motivation,extended_synthetic
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
everything is too much and i feel overwhelmed,overwhelmed,extended_synthetic
i feel grateful and loving towards everyone who supports me,positive,emotions_kaggle
this is the best day i have had in a long time pure joy,positive,emotions_kaggle
i hate myself and think i am a failure,low_self_esteem,extended_synthetic
stress is ruining my health and my life,stress,extended_synthetic
i feel like i am sinking under all this pressure,overwhelmed,extended_synthetic
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i have no motivation to do anything at all,low_motivation,extended_synthetic
i feel frantic and stressed with no relief in sight,stress,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
i am under so much stress i feel like breaking,stress,extended_synthetic
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
everything feels pointless and i don't see the purpose anymore,sadness,emotions_kaggle
i am livid and feel like i could scream right now,anger,emotions_kaggle
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
i constantly compare myself to others and feel inferior,low_self_esteem,extended_synthetic
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i am scared of what the future might hold for me,anxiety,emotions_kaggle
i dread leaving the house and feel paralysed by fear,anxiety,emotions_kaggle
i feel ashamed of who i am,low_self_esteem,extended_synthetic
love is keeping me going through the difficult times,positive,emotions_kaggle
i feel panicked and afraid like something terrible will happen,anxiety,emotions_kaggle
every day is stressful and exhausting for me,stress,extended_synthetic
my frustration has turned into full blown rage and anger,anger,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
work is stressing me beyond my limits,stress,extended_synthetic
i am heartbroken and don't know how to move forward,sadness,emotions_kaggle
i feel stressed and tense all the time,stress,extended_synthetic
i miss the people i have lost and the pain won't go away,sadness,emotions_kaggle
i am frightened by my own thoughts and cannot stop them,anxiety,emotions_kaggle
i have been really struggling with low self-esteem i compare myself to others constantly,stress,counseling_kaggle
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
the weight of everything is crushing me,overwhelmed,extended_synthetic
i have no motivation to do anything at all,low_motivation,extended_synthetic
i hate myself and think i am a failure,low_self_esteem,extended_synthetic
i am livid and feel like i could scream right now,anger,emotions_kaggle
i am stuck and have no desire to move forward,low_motivation,extended_synthetic
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i feel a deep sense of dread and cannot explain why i am scared,anxiety,emotions_kaggle
sleep has become impossible for me lately,insomnia,extended_synthetic
i have not had a good night of sleep in weeks,insomnia,extended_synthetic
i feel worthless and not good enough,low_self_esteem,extended_synthetic
my mind races at night and keeps me awake,insomnia,extended_synthetic
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i have been through a traumatic experience and cannot stop thinking about it,stress,counseling_kaggle
i cannot control my anger everything is making me mad,anger,emotions_kaggle
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i am drowning in tasks and feel paralysed,overwhelmed,extended_synthetic
i am at my breaking point and cannot handle more,overwhelmed,extended_synthetic
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i am lonely and have no one to talk to,loneliness,extended_synthetic
i have zero motivation and keep procrastinating on everything that matters,low_motivation,counseling_kaggle
i cannot cope with everything that is happening,overwhelmed,extended_synthetic
i feel a deep bond with the people i care about most,positive,emotions_kaggle
i am under so much stress i feel like breaking,stress,extended_synthetic
i feel a deep bond with the people i care about most,positive,emotions_kaggle
i keep procrastinating and cannot get started,low_motivation,extended_synthetic
i am furious at the way i have been treated it is unjust,anger,emotions_kaggle
i keep having panic attacks in public and now i avoid going out altogether,anxiety,counseling_kaggle
i feel unmotivated and stuck in life,low_motivation,extended_synthetic
i have lost control and feel completely overwhelmed,overwhelmed,extended_synthetic
i feel invisible and like nobody cares about me,loneliness,extended_synthetic
no one reaches out to me and i feel so alone,loneliness,extended_synthetic
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
i cannot bring myself to do anything productive,low_motivation,extended_synthetic
i have been feeling extremely anxious lately and cannot stop worrying about everything my mind races at night and i cannot sleep,anxiety,counseling_kaggle
i am so stressed out i cannot think straight,stress,extended_synthetic
everything is too much and i feel overwhelmed,overwhelmed,extended_synthetic
i wake up multiple times and cannot rest,insomnia,extended_synthetic
this was completely unexpected and i am still in disbelief,positive,emotions_kaggle
everything feels pointless so why even try,low_motivation,extended_synthetic
i feel a deep bond with the people i care about most,positive,emotions_kaggle
i am lonely and have no one to talk to,loneliness,extended_synthetic
i have no friends and feel completely isolated,loneliness,extended_synthetic
i am not worthy of love or happiness,low_self_esteem,extended_synthetic
i am depressed and empty inside i can't stop crying,sadness,emotions_kaggle
the fear is constant and i cannot find any peace or safety,anxiety,emotions_kaggle
the weight of everything is crushing me,overwhelmed,extended_synthetic
i have lost all drive and energy,low_motivation,extended_synthetic
everything is too much and i feel overwhelmed,overwhelmed,extended_synthetic
i feel like everything i do is wrong,low_self_esteem,extended_synthetic
i cannot sleep no matter what i try i lie awake for hours with my mind going,insomnia,counseling_kaggle
i feel worthless and like no one would miss me if i was gone,sadness,emotions_kaggle
